
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)     Med (ns)    Min (ns)    Max (ns)   StdDev (ns)    Style                                                   Range                                                
      0.4          1428306         26   54934.8   54913.0     17600     96705      37828.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x32_cgasize1x1x1_warpgroupsize1x1x1_execute_s…
      0.4          1418673         26   54564.3   54512.5     17568     98498      37430.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x32_cgasize1x1x1_warpgroupsize1x1x1_execute_s…
      0.4          1417841         52   27266.2   27264.0     16001     39105      11222.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_fused 
      0.4          1399504         41   34134.2   25121.0     20481     96705      17734.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.4          1392369         13  107105.3  105889.0    105409    120674       4101.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x160x32_stage3_warpsize2x4x1_tensor16x8x16_exec…
      0.4          1336593         26   51407.4   51024.5     14976     96866      37004.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.4          1331855         26   51225.2   51056.5     15008     93057      36782.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.4          1289006         26   49577.2   49969.0     42592     53536       2072.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execu…
      0.3          1226251         39   31442.3   34656.0     13952     47137      13261.0  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.3          1216752         41   29676.9   15104.0     14848    170306      33843.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.3          1178031         39   30205.9   31681.0     14112     46208      12563.6  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.3          1167185         26   44891.7   46817.0     31424     56001       8743.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_exec…
      0.3          1166157         26   44852.2   45328.5     37184     52161       5515.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execu…
      0.3          1152110         41   28100.2   15200.0     14944    129666      25482.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.3          1138382         26   43783.9   44656.5     31296     56832       9419.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_exec…
      0.3          1106699         33   33536.3   33793.0     26112     34273       1373.5  void tensorrt_llm::kernels::batchApplyPenalty<float>(const T1 *const *, T1 *, const T1 *, int *, co…
      0.3          1072560         26   41252.3   41072.5     34432     49985       6823.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_stage3_warpsize2x2x1_tensor16x8x16_exec…
      0.3          1048204         26   40315.5   40497.0     31200     51392       8500.9  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_exec…
      0.3          1042410         26   40092.7   40464.0     30816     51616       8446.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_exec…
      0.3          1017163         13   78243.3   78017.0     77249     80033        773.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x128x32_warpgroupsize2x1x1_execute_segment_k_of…
      0.3          1016652         39   26068.0   18112.0     16992     54464      12090.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x96x32_stage3_warpsize2x2x1_tensor16x8x16_execut…
      0.3          1002603         28   35807.3   32384.0     25600    128898      24932.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.3          1001003         28   35750.1   32400.0     25536    128386      24872.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.3           970283         13   74637.2   74209.0     74048     77537       1139.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x128x32_warpgroupsize2x1x1_execute_segment_k_of…
      0.2           893706         39   22915.5   15104.0     14848     41568      11352.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.2           870120         41   21222.4   10304.0     10080    167106      33711.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.2           869452         41   21206.1   10400.0      9984    168002      33863.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.2           786472         13   60497.8   60193.0     59265     63552       1097.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x128x64_warpgroupsize2x1x1_execute_segment_k_of…
      0.2           785994         13   60461.1   60065.0     59617     63457       1249.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x128x64_warpgroupsize2x1x1_execute_segment_k_of…
      0.2           778857         28   27816.3   24928.5     20512     96897      18335.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.2           750409         13   57723.8   57089.0     56864     60769       1359.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.2           741482         66   11234.6   12688.0      5184     17856       5197.4  void tensorrt_llm::kernels::airTopPSampling<float, int, float, unsigned long, (int)11, (int)512, (b…
      0.2           741448         13   57034.5   56609.0     56480     59168        787.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_stage4_warpsize4x1x1_tensor16x8x16_exec…
      0.2           737990         48   15374.8   15728.0     10209     20992       4977.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_cgasize2x4x1_warpgroupsize1x1x1_fused    
      0.2           681161         13   52397.0   51841.0     51616     55521       1196.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.2           647658         39   16606.6   12128.0     11872     26657       6510.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x32x64_cgasize1x1x1_warpgroupsize1x1x1_execute_…
      0.2           631753         13   48596.4   48225.0     48000     51009        860.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_stage3_warpsize2x2x1_tensor16x8x16_exec…
      0.2           559814         26   21531.3   21632.5     12992     31617       8524.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize96x64x64_stage6_warpsize2x2x1_tensor16x8x16_execut…
      0.2           539367         33   16344.5   16385.0     15904     16896        257.6  void tensorrt_llm::kernels::addBiasSoftMax<float>(T1 *, T1 **, T1 *, float *, const T1 *, const flo…
      0.1           521159         33   15792.7   15648.0     15200     17280        488.5  __myl_GathCastMulMeanAddSqrtDivMulCastMul_0x6d8aa0f14569895382915cccf8e154d1                        
      0.1           488741         13   37595.5   37600.0     35201     40608       1132.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_of…
      0.1           488325         13   37563.5   37601.0     33825     40448       1398.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x32_warpgroupsize2x1x1_execute_segment_k_of…
      0.1           487013         13   37462.5   37601.0     33440     40032       1413.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x32_cgasize2x1x1_warpgroupsize2x1x1_execute…
      0.1           486310         13   37408.5   37344.0     34688     40417       1239.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x128x64_cgasize1x2x1_warpgroupsize2x1x1_execute…
      0.1           483013         13   37154.8   37152.0     33952     40481       1349.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x64_cgasize2x1x1_warpgroupsize2x1x1_execute…
      0.1           476163         44   10821.9   10944.0      9408     11392        424.2  fmha_v2_flash_attention_bf16_64_256_S_q_paged_kv_64_causal_tma_ws_sm90_kernel                       
      0.1           457157         13   35165.9   34912.0     34272     37281        872.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_of…
      0.1           449381         13   34567.8   34337.0     33760     36513        820.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_cgasize2x1x1_warpgroupsize2x1x1_execute…
      0.1           448196         13   34476.6   34305.0     33632     37856       1072.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x32_cgasize2x1x1_warpgroupsize2x1x1_execute…
      0.1           367747        284    1294.9    1280.0      1280      1313         16.0  void genericReformat::copyPackedKernel<int, int, (bool)1, (bool)1, genericReformat::IdentityCoordMa…
      0.1           322854         26   12417.5   12432.0      4288     20672       8021.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.1           187651         39    4811.6    4160.0      3168      8032       1670.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execu…
      0.1           183140        164    1116.7    1120.0      1088      1184         12.1  __myl_Move_0xf388dae4383ba180f98ec4f6981af7aa_com                                                   
      0.0           156769        140    1119.8    1120.0      1088      1216         11.8  __myl_Move_0x973296bb1f7ea7ccb8c17473f25db71b                                                       
      0.0           147648         26    5678.8    5744.0      3968      7872       1635.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execu…
      0.0           144194         44    3277.1    3264.0      3168      3424         57.5  void tensorrt_llm::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm::kern…
      0.0           140993         44    3204.4    3200.0      3072      3424         79.2  void tensorrt_llm::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)256, (i…
      0.0           124706         11   11336.9   11360.0     11040     11616        201.6  __myl_Cast_0xd42953af7ff8290ecb3d305bf3dbca66                                                       
      0.0           115745        104    1112.9    1120.0      1088      1184         15.4  __myl_Move_0x9cd84a8b0214662874176c0bda224fae                                                       
      0.0           107297         33    3251.4    3200.0      3040      4096        218.3  __myl_AddCastMulMeanAddSqrtDivMulCastMul_0x4aced43460aa62f8fdca28e1f5943ec8_vec                     
      0.0           103908         26    3996.5    4048.0      3840      4256        119.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.0           101986         26    3922.5    3904.0      3840      4192         86.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_exec…
      0.0            97218         33    2946.0    2912.0      2656      3680        226.8  __myl_AddCastMulMean_0x83cd038ff202dd6a0feb12746ef2d3cc_vec                                         
      0.0            93281         33    2826.7    1760.0      1696     12897       2714.4  void tensorrt_llm::kernels::airTopPSampling<float, int, float, unsigned long, (int)11, (int)512, (b…
      0.0            76385         33    2314.7    2304.0      2240      2464         61.8  __myl_AddSqrtDivMulCastMulAddGath_0x508b39fec274eb51f83c0876fbeea01c                                
      0.0            73762         33    2235.2    2240.0      2080      2432         61.6  tensorrt_llm::kernels::computeToppDecay(float *, const float *, const int **, const float *, const …
      0.0            73761         13    5673.9    5632.0      5568      6048        132.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_stage4_warpsize4x1x1_tensor16x8x16_execu…
      0.0            66657         33    2019.9    1984.0      1952      2208         68.2  void tensorrt_llm::kernels::airTopPInitialize<float, int, float, unsigned long, (int)11, (int)1024>…
      0.0            66113         33    2003.4    1984.0      1920      2272         86.1  tensorrt_llm::kernels::copyNextStepIds(int *, const int *const *, const int *, const int *, const i…
      0.0            61792         13    4753.2    4736.0      4640      4960         89.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_exec…
      0.0            61664         13    4743.4    4736.0      4672      4864         54.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_exec…
      0.0            61281         13    4713.9    4704.0      4640      4896         74.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_exec…
      0.0            61152         13    4704.0    4672.0      4608      4896         90.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_exec…
      0.0            60513         33    1833.7    1824.0      1760      2016         61.7  tensorrt_llm::kernels::lengthCriterion(tensorrt_llm::kernels::FinishedState *, int *, const int *, …
      0.0            52864         13    4066.5    4064.0      4000      4256         68.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_stage3_warpsize2x2x1_tensor16x8x16_exec…
      0.0            51360         13    3950.8    3936.0      3872      4128         71.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execu…
      0.0            50657         13    3896.7    3872.0      3808      4064         83.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execu…
      0.0            41248          2   20624.0   20624.0     20352     20896        384.7  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.0            29088         11    2644.4    2624.0      2560      2880         87.4  __myl_Add_0xeb91474502cbdaa293cede4998f695eb                                                        
      0.0            13344         13    1026.5     992.0       960      1408        116.5  void tensorrt_llm::runtime::kernels::<unnamed>::fill<int>(T1 *, unsigned long, T1)                  
      0.0             4992          4    1248.0    1248.0      1184      1312         73.9  void tensorrt_llm::kernels::scatterDecodingParamsKernel<float>(const T1 *, T1, T1 *, const int *, i…
      0.0             3488          2    1744.0    1744.0      1664      1824        113.1  void tensorrt_llm::runtime::kernels::<unnamed>::fillBatch<int>(T1 *, const int *, unsigned long, co…
      0.0             3008          2    1504.0    1504.0      1472      1536         45.3  tensorrt_llm::kernels::setupTopKRuntimeArgs(int, tensorrt_llm::kernels::ScatterDecodingParamEntry<i…
      0.0             2880          2    1440.0    1440.0      1408      1472         45.3  tensorrt_llm::kernels::setTopPRuntimeArgs(int, const int *, tensorrt_llm::kernels::ScatterDecodingP…
      0.0             2592          2    1296.0    1296.0      1184      1408        158.4  void tensorrt_llm::kernels::scatterDecodingParamsKernel<int>(const T1 *, T1, T1 *, const int *, int)
      0.0             1504          1    1504.0    1504.0      1504      1504          0.0  tensorrt_llm::kernels::curandInitialize(curandStateXORWOW *, const int *, int, unsigned long)       
      0.0             1440          1    1440.0    1440.0      1440      1440          0.0  tensorrt_llm::kernels::curandBatchInitialize(curandStateXORWOW *, const int *, int, const unsigned …

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  ---------  -----------  ------------------------------
     66.9        250732148    523  479411.4     960.0       736   98615233    4387067.1  [CUDA memcpy Host-to-Device]  
     29.0        108500811    303  358088.5    1536.0      1472  107998501    6204256.3  [CUDA memcpy Device-to-Host]  
      3.6         13590686   2053    6619.9     768.0       736    1080525      36125.0  [CUDA memset]                 
      0.5          1930462   1684    1146.4    1088.0      1056       1536        135.8  [CUDA memcpy Device-to-Device]

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
  27872.275   2053    13.576     0.000     0.000  2200.097       74.595  [CUDA memset]                 
   4401.385    523     8.416     0.000     0.000  2200.097       96.889  [CUDA memcpy Host-to-Device]  
   2200.742    303     7.263     0.000     0.000  2200.097      126.392  [CUDA memcpy Device-to-Host]  
    143.617   1684     0.085     0.000     0.000     0.524        0.187  [CUDA memcpy Device-to-Device]

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenMP event data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report1.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX11 CPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 GPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 CPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report1.sqlite does not contain WDDM context data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/um_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenACC event data.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/syscall_sum.py]... 
SKIPPED: report1.sqlite does not contain syscall data.

